depth,current,temp,air_temp,turbidity,rainfall,wind_speed,gust_speed,humidity,cloud,feels_like,dew_point,uv_index,is_night,condition,safe,safety_level,message
3.86,1.87,24.5,29.1,48,2.6,32.7,32.800000000000004,89,21,29.8,26.2,0,1,1,0,Danger,Swimming not advised due to weather conditions
2.56,1.46,33.0,33.4,67,12.7,1.9,5.5,89,91,35.8,28.3,9,0,1,0,Danger,Do not swim – high turbidity detected
0.66,1.21,20.7,23.7,62,2.3,32.4,40.7,72,32,24.099999999999998,20.0,6,1,2,0,Danger,Do not swim – high turbidity detected
1.07,1.09,20.1,21.700000000000003,16,2.2,28.7,36.5,76,27,22.300000000000004,18.7,10,1,0,1,Safe,Conditions are safe for swimming
1.97,0.25,30.0,30.0,55,1.3,31.8,34.9,71,81,31.1,24.2,0,0,2,0,Moderate,Swimming not advised due to weather conditions
2.63,1.01,23.1,26.6,27,2.7,28.0,30.5,75,48,29.700000000000003,20.7,9,1,3,1,Safe,Conditions are safe for swimming
1.7,1.15,24.1,27.200000000000003,17,0.5,24.3,26.0,84,49,31.200000000000003,22.1,6,1,1,1,Safe,Conditions are safe for swimming
3.46,1.94,26.4,30.5,20,3.3,32.5,37.7,61,67,31.3,27.4,7,0,1,0,Danger,Swimming not advised due to weather conditions
0.79,1.59,25.3,25.8,11,10.6,31.1,40.7,99,32,25.8,22.3,8,1,1,0,Moderate,Swimming not advised due to weather conditions
2.91,1.25,25.1,29.6,45,1.0,4.6,10.5,94,13,29.8,26.6,2,1,0,0,Moderate,Swimming not advised due to weather conditions
3.92,1.35,26.1,27.8,19,1.1,4.6,14.4,91,4,29.8,22.6,4,1,3,0,Moderate,Swimming not advised due to weather conditions
3.89,0.73,25.6,27.700000000000003,42,1.6,5.6,7.6,93,74,28.300000000000004,24.6,5,0,2,0,Moderate,Swimming not advised due to weather conditions
1.12,1.61,31.0,32.2,28,1.1,19.4,23.2,82,78,34.800000000000004,28.1,6,1,1,0,Moderate,Swimming not advised due to weather conditions
3.48,0.49,24.1,25.8,63,9.1,3.6,12.0,95,44,29.8,21.1,1,1,1,0,Danger,Do not swim – high turbidity detected
1.65,1.05,26.4,28.099999999999998,20,13.4,21.8,25.2,67,93,30.999999999999996,24.5,7,1,1,1,Safe,Conditions are safe for swimming
4.48,1.48,33.3,37.5,14,8.4,16.1,18.6,88,40,38.2,33.8,4,1,0,0,Moderate,Swimming not advised due to weather conditions
0.57,1.09,29.7,34.4,37,0.5,1.8,6.2,78,50,36.199999999999996,28.8,5,1,1,1,Moderate,Conditions are safe for swimming
4.33,1.5,30.5,31.8,47,0.4,21.2,22.2,67,41,35.1,27.7,1,1,0,0,Moderate,Swimming not advised due to weather conditions
3.69,1.24,30.0,31.5,49,3.1,21.0,28.9,63,53,34.5,28.2,8,1,2,0,Moderate,Swimming not advised due to weather conditions
4.03,1.32,20.9,22.2,29,4.1,11.4,15.8,98,96,24.2,17.7,5,1,0,0,Moderate,Swimming not advised due to weather conditions
4.27,1.24,33.9,34.3,68,8.8,30.3,34.8,86,29,34.4,29.3,5,1,4,0,Danger,Do not swim – high turbidity detected
0.72,1.23,26.0,27.7,22,4.1,16.8,17.8,70,83,28.9,24.4,4,0,1,1,Moderate,Use caution – moderate flow rates in effect
1.35,0.83,27.6,29.900000000000002,43,0.4,13.2,20.299999999999997,92,91,32.2,26.6,7,0,0,0,Moderate,Swimming not advised due to weather conditions
4.26,1.09,34.0,36.6,67,2.8,32.5,38.4,61,89,40.0,33.4,7,1,3,0,Danger,Do not swim – high turbidity detected
4.1,1.96,32.6,33.2,35,2.6,34.7,39.400000000000006,76,51,35.300000000000004,29.9,0,0,3,0,Danger,Swimming not advised due to weather conditions
3.71,0.37,30.9,34.0,39,5.1,17.3,17.5,81,91,34.7,29.3,9,1,1,0,Moderate,Swimming not advised due to weather conditions
1.34,1.9,24.7,26.3,36,1.2,22.7,31.4,73,47,29.0,20.7,2,0,3,0,Danger,Swimming not advised due to weather conditions
2.88,1.62,25.6,26.700000000000003,68,13.5,17.4,17.5,85,7,29.000000000000004,24.6,6,1,1,0,Danger,Do not swim – high turbidity detected
3.36,0.21,26.8,29.7,51,6.8,7.7,11.4,87,53,32.7,24.7,10,0,1,0,Moderate,Swimming not advised due to weather conditions
2.44,0.59,27.4,28.9,26,11.1,29.7,39.6,64,33,30.299999999999997,25.6,8,0,1,1,Safe,Conditions are safe for swimming
2.9,0.44,27.6,29.0,14,6.6,17.9,25.0,86,72,31.6,26.0,5,0,1,1,Safe,Conditions are safe for swimming
2.35,0.59,30.2,30.599999999999998,47,6.9,15.3,22.4,98,39,31.7,26.7,10,0,0,0,Moderate,Swimming not advised due to weather conditions
3.43,0.93,24.2,26.5,49,8.0,8.5,15.8,61,65,27.4,21.3,4,0,0,0,Moderate,Swimming not advised due to weather conditions
0.63,1.51,21.9,22.599999999999998,40,2.9,5.8,15.600000000000001,64,18,25.099999999999998,18.4,0,1,0,0,Moderate,Swimming not advised due to weather conditions
2.72,0.65,33.2,37.0,30,1.4,12.4,21.9,63,78,38.0,32.3,0,1,1,1,Safe,Conditions are safe for swimming
4.05,1.42,25.5,27.4,44,3.7,34.3,39.8,75,4,29.799999999999997,24.8,1,0,3,0,Moderate,Swimming not advised due to weather conditions
2.43,1.59,22.0,24.5,17,0.9,27.2,29.5,67,55,26.3,20.2,6,1,1,0,Moderate,Swimming not advised due to weather conditions
0.56,0.91,28.5,31.3,33,1.7,26.3,26.6,78,52,31.5,28.6,4,0,4,1,Moderate,Conditions are safe for swimming
3.46,0.58,23.6,26.8,41,2.2,16.9,22.9,64,36,26.8,21.2,5,0,1,0,Moderate,Swimming not advised due to weather conditions
3.5,1.61,22.8,27.6,68,3.3,11.1,14.7,81,41,30.1,24.7,10,0,3,0,Danger,Do not swim – high turbidity detected
2.54,0.92,25.3,28.8,5,1.0,11.9,16.0,98,59,31.900000000000002,26.4,9,0,3,0,Moderate,Swimming not advised due to weather conditions
0.77,1.89,33.8,34.199999999999996,16,0.9,10.5,15.9,64,10,37.199999999999996,31.7,5,0,2,0,Danger,Swimming not advised due to weather conditions
2.81,1.79,29.8,30.8,24,5.5,4.7,8.8,79,8,33.6,26.8,3,0,3,0,Moderate,Swimming not advised due to weather conditions
3.91,1.1,23.2,23.8,7,16.3,19.2,27.2,68,6,27.400000000000002,19.2,3,1,3,0,Moderate,Swimming not advised due to weather conditions
2.39,1.75,24.1,24.700000000000003,24,0.7,23.7,30.5,73,30,26.700000000000003,21.2,4,0,2,0,Moderate,Swimming not advised due to weather conditions
1.62,1.16,29.9,30.599999999999998,23,4.7,33.2,36.6,84,55,32.599999999999994,28.3,8,1,0,0,Moderate,Swimming not advised due to weather conditions
3.51,1.1,25.2,25.5,11,1.6,31.9,34.9,78,43,27.1,19.7,2,1,0,0,Moderate,Swimming not advised due to weather conditions
2.05,1.24,27.2,30.7,23,5.2,8.2,15.5,89,97,34.0,27.3,0,0,0,1,Moderate,Use caution – moderate flow rates in effect
1.36,0.34,24.4,27.0,45,3.9,27.7,32.6,63,4,27.6,22.4,4,0,0,0,Moderate,Swimming not advised due to weather conditions
1.22,0.92,31.3,32.8,48,3.8,2.1,2.9000000000000004,73,14,35.699999999999996,28.4,1,0,0,0,Moderate,Swimming not advised due to weather conditions
3.5,0.51,31.7,33.8,65,0.2,10.4,16.2,91,92,34.599999999999994,28.2,9,1,0,0,Danger,Do not swim – high turbidity detected
2.99,1.36,24.4,26.0,53,14.9,28.9,32.4,74,74,27.4,23.0,8,1,0,0,Moderate,Swimming not advised due to weather conditions
4.0,1.73,25.6,29.1,38,9.6,11.0,16.2,79,65,30.5,23.5,9,1,1,0,Moderate,Swimming not advised due to weather conditions
3.13,0.47,25.5,30.2,40,6.7,15.7,25.1,95,27,33.0,27.2,8,0,3,1,Moderate,Conditions are safe for swimming
1.93,0.67,23.0,23.2,31,4.2,8.9,16.9,86,7,26.599999999999998,19.3,8,0,1,1,Moderate,Conditions are safe for swimming
4.21,1.43,23.6,26.400000000000002,61,0.7,20.7,23.8,90,74,30.200000000000003,21.8,2,1,2,0,Danger,Do not swim – high turbidity detected
1.93,1.07,29.5,34.3,14,9.9,18.3,20.2,69,12,38.099999999999994,29.5,3,1,0,1,Safe,Conditions are safe for swimming
3.32,0.16,31.8,34.1,11,0.1,9.6,9.6,85,43,34.4,31.7,5,1,0,1,Safe,Conditions are safe for swimming
4.2,1.57,28.0,31.5,67,0.7,33.0,37.6,96,64,34.6,28.8,0,1,2,0,Danger,Do not swim – high turbidity detected
2.66,1.75,21.9,24.9,40,2.7,8.8,12.5,76,94,25.9,21.8,5,0,0,0,Moderate,Swimming not advised due to weather conditions
0.86,0.19,24.7,27.2,36,2.2,33.8,43.4,93,13,30.4,25.1,2,0,2,0,Moderate,Swimming not advised due to weather conditions
1.37,0.22,22.2,24.4,60,4.8,25.1,29.0,99,2,26.599999999999998,20.6,7,0,4,0,Moderate,Swimming not advised due to weather conditions
3.68,0.18,24.7,27.099999999999998,55,15.8,20.6,20.700000000000003,63,77,27.4,24.9,6,0,4,0,Moderate,Swimming not advised due to weather conditions
1.77,0.88,28.9,29.0,52,5.1,7.3,7.6,64,11,31.3,23.5,8,1,3,0,Moderate,Swimming not advised due to weather conditions
4.3,0.32,33.4,35.199999999999996,25,5.0,0.6,7.8,65,72,36.8,31.4,5,0,2,0,Moderate,Swimming not advised due to weather conditions
1.65,0.72,29.5,32.3,24,3.0,9.0,15.6,91,9,35.4,29.8,0,1,2,1,Safe,Conditions are safe for swimming
0.58,1.37,26.6,28.3,26,7.6,28.4,30.0,78,47,30.8,25.6,1,0,4,1,Moderate,Use caution – moderate flow rates in effect
0.79,1.2,32.6,32.7,44,2.2,20.3,22.6,74,57,36.1,27.8,6,1,2,0,Moderate,Swimming not advised due to weather conditions
4.26,1.15,28.4,33.3,23,1.1,22.2,27.9,85,7,34.599999999999994,30.3,9,1,2,0,Moderate,Swimming not advised due to weather conditions
3.48,1.69,24.9,25.2,12,0.7,9.3,17.700000000000003,70,4,27.2,19.4,3,1,1,0,Moderate,Swimming not advised due to weather conditions
2.93,1.54,32.6,37.2,60,1.3,0.9,4.7,71,19,37.400000000000006,34.1,6,0,0,0,Moderate,Swimming not advised due to weather conditions
2.23,1.37,26.0,28.2,21,2.8,3.6,8.5,87,71,29.3,25.0,7,0,0,1,Moderate,Use caution – moderate flow rates in effect
3.05,0.85,24.2,27.5,33,4.9,6.5,11.6,90,10,29.7,22.8,5,0,1,1,Moderate,Conditions are safe for swimming
2.85,0.75,29.4,30.5,42,3.2,12.3,15.9,65,37,32.7,25.6,4,0,3,0,Moderate,Swimming not advised due to weather conditions
1.81,1.91,20.3,22.2,12,1.6,9.6,12.6,89,78,24.599999999999998,19.4,4,1,3,0,Danger,Swimming not advised due to weather conditions
2.63,1.54,30.7,34.0,31,1.8,9.9,15.9,94,6,37.0,31.0,2,1,4,0,Moderate,Swimming not advised due to weather conditions
0.53,1.77,22.8,27.5,54,2.9,24.7,30.6,80,65,29.7,22.6,6,0,0,0,Moderate,Swimming not advised due to weather conditions
2.33,0.35,29.3,30.400000000000002,8,0.6,1.4,8.6,73,19,31.6,24.6,4,0,0,1,Safe,Conditions are safe for swimming
2.54,0.98,33.3,38.0,22,6.6,23.3,24.6,86,80,41.1,32.6,4,0,3,1,Safe,Conditions are safe for swimming
1.75,0.94,21.6,25.8,50,8.8,9.2,16.1,63,60,27.2,21.8,9,1,0,0,Moderate,Swimming not advised due to weather conditions
2.86,1.51,32.8,37.099999999999994,26,6.3,28.0,32.9,86,66,38.89999999999999,31.7,5,0,1,0,Moderate,Swimming not advised due to weather conditions
0.52,0.62,28.4,32.4,64,0.7,27.4,37.099999999999994,67,93,32.5,29.0,3,0,0,0,Danger,Do not swim – high turbidity detected
3.51,1.88,21.2,24.0,69,2.1,32.3,41.599999999999994,97,9,27.2,20.3,3,0,0,0,Danger,Do not swim – high turbidity detected
4.03,1.45,32.2,34.1,63,7.0,21.2,28.1,60,87,35.4,29.7,1,0,2,0,Danger,Do not swim – high turbidity detected
1.75,1.98,26.2,29.4,19,6.6,9.4,13.9,99,38,31.2,23.9,5,0,3,0,Danger,Swimming not advised due to weather conditions
2.86,0.46,28.1,30.6,14,0.6,14.6,15.299999999999999,60,16,31.0,25.9,8,0,1,1,Safe,Conditions are safe for swimming
1.66,0.61,30.7,32.0,63,3.8,29.1,32.800000000000004,92,60,34.7,30.0,4,1,0,0,Danger,Do not swim – high turbidity detected
3.01,1.96,26.5,30.6,68,3.4,32.6,41.5,96,63,31.8,26.4,1,0,1,0,Danger,Do not swim – high turbidity detected
2.44,1.68,32.5,34.6,54,1.0,21.8,22.0,96,13,35.0,30.9,1,0,3,0,Moderate,Swimming not advised due to weather conditions
1.45,0.25,28.8,30.5,21,5.7,9.2,15.7,65,47,32.1,25.2,8,0,1,1,Safe,Conditions are safe for swimming
1.39,0.87,33.8,37.699999999999996,17,8.8,21.1,25.0,70,55,38.4,34.1,3,0,1,1,Safe,Conditions are safe for swimming
3.54,1.02,33.2,34.7,54,8.0,4.8,8.3,89,50,36.300000000000004,31.6,4,0,4,0,Moderate,Swimming not advised due to weather conditions
1.8,1.08,32.3,34.099999999999994,62,10.7,5.6,9.0,98,22,34.3,29.7,5,0,1,0,Danger,Do not swim – high turbidity detected
3.46,1.29,25.3,26.0,41,9.6,24.0,24.2,90,33,28.9,22.5,7,0,3,0,Moderate,Swimming not advised due to weather conditions
2.72,1.41,33.6,34.0,12,7.6,12.3,14.5,63,38,36.4,29.2,9,0,0,1,Moderate,Use caution – moderate flow rates in effect
3.74,1.01,26.3,28.400000000000002,9,14.5,19.2,28.7,98,8,31.6,23.7,6,0,1,0,Moderate,Swimming not advised due to weather conditions
3.94,1.66,21.7,25.9,61,2.1,4.3,5.1,65,3,26.299999999999997,22.5,0,1,0,0,Danger,Do not swim – high turbidity detected
4.05,1.64,27.3,30.900000000000002,43,0.2,31.7,33.0,88,49,33.2,27.7,2,1,1,0,Moderate,Swimming not advised due to weather conditions
0.59,0.78,30.4,33.0,56,2.0,30.2,35.5,99,28,36.8,29.7,0,0,3,0,Moderate,Swimming not advised due to weather conditions
3.69,1.08,21.8,22.900000000000002,59,12.8,4.5,7.7,93,26,24.400000000000002,17.7,4,0,0,0,Moderate,Swimming not advised due to weather conditions
0.63,0.83,32.6,33.800000000000004,66,17.5,0.9,8.8,89,62,37.50000000000001,31.2,7,0,0,0,Danger,Do not swim – high turbidity detected
0.76,0.19,21.6,22.0,36,3.1,15.8,21.6,67,79,24.9,16.5,0,1,1,1,Moderate,Conditions are safe for swimming
2.95,1.28,26.7,28.7,36,8.6,17.7,26.6,83,73,29.099999999999998,25.3,3,0,0,1,Moderate,Use caution – moderate flow rates in effect
3.76,0.78,28.1,28.5,6,7.2,15.0,15.5,76,9,30.3,23.2,4,1,2,0,Moderate,Swimming not advised due to weather conditions
3.68,1.59,25.0,27.9,56,15.1,2.7,3.0,72,90,28.799999999999997,22.3,1,1,0,0,Moderate,Swimming not advised due to weather conditions
1.74,1.27,27.5,28.6,38,1.4,17.6,20.3,88,24,29.1,23.6,8,0,1,1,Moderate,Use caution – moderate flow rates in effect
3.44,0.43,24.0,28.3,24,1.5,11.7,16.299999999999997,79,86,31.900000000000002,25.9,2,0,4,1,Safe,Conditions are safe for swimming
2.73,1.36,24.7,26.599999999999998,8,28.6,13.1,19.1,95,98,27.099999999999998,21.8,10,0,0,0,Moderate,Recent heavy rain – unsafe swimming conditions
3.11,0.36,27.3,31.1,30,7.0,26.6,27.200000000000003,77,52,32.7,28.3,10,1,0,1,Safe,Conditions are safe for swimming
1.02,1.04,25.7,29.2,22,3.0,24.8,31.0,88,24,32.1,26.0,10,1,1,1,Safe,Conditions are safe for swimming
1.73,1.97,31.4,32.199999999999996,19,0.2,8.5,9.6,63,44,33.9,27.2,0,0,3,0,Danger,Swimming not advised due to weather conditions
3.97,0.73,21.2,25.9,27,0.6,19.8,22.3,98,24,28.4,22.9,10,0,4,0,Moderate,Swimming not advised due to weather conditions
2.56,1.62,33.5,34.3,12,10.2,6.8,7.2,85,85,37.0,31.1,8,0,2,0,Moderate,Swimming not advised due to weather conditions
3.41,1.37,32.2,36.6,64,5.4,8.0,12.2,76,99,40.6,33.9,2,0,3,0,Danger,Do not swim – high turbidity detected
1.4,1.01,21.9,23.9,44,2.3,34.8,44.699999999999996,88,18,24.5,19.0,2,1,4,0,Moderate,Swimming not advised due to weather conditions
1.7,1.54,26.1,28.900000000000002,59,3.6,19.9,22.099999999999998,95,60,32.6,24.3,3,1,2,0,Moderate,Swimming not advised due to weather conditions
3.77,0.65,24.8,29.5,26,0.2,15.9,23.9,77,73,31.6,27.1,6,0,2,0,Moderate,Swimming not advised due to weather conditions
0.87,0.43,20.2,23.2,52,2.2,21.9,22.2,65,93,26.9,17.5,9,1,1,0,Moderate,Swimming not advised due to weather conditions
0.98,1.11,25.0,29.0,65,8.8,24.8,29.6,92,31,33.0,24.6,7,0,2,0,Danger,Do not swim – high turbidity detected
3.31,1.46,26.4,28.799999999999997,62,4.9,28.9,38.3,60,96,30.499999999999996,24.3,0,1,1,0,Danger,Do not swim – high turbidity detected
1.37,0.42,20.0,23.6,37,1.4,10.4,16.0,93,90,26.3,21.4,8,0,2,1,Moderate,Conditions are safe for swimming
1.46,0.98,26.7,29.5,11,0.6,2.3,12.0,72,43,31.1,23.7,2,1,2,1,Safe,Conditions are safe for swimming
1.41,0.29,25.8,30.1,52,4.8,4.6,5.699999999999999,96,47,32.4,27.1,5,0,1,0,Moderate,Swimming not advised due to weather conditions
1.21,0.29,30.3,32.6,60,9.7,20.8,26.0,84,80,35.9,27.9,10,1,2,0,Moderate,Swimming not advised due to weather conditions
2.57,1.44,32.5,37.1,36,1.0,9.1,16.6,79,39,37.5,33.8,7,0,0,1,Moderate,Use caution – moderate flow rates in effect
3.24,0.14,21.6,25.8,7,9.4,23.7,33.2,91,30,29.5,19.9,4,0,1,1,Safe,Conditions are safe for swimming
1.28,1.14,26.3,30.700000000000003,53,2.9,8.6,15.399999999999999,90,62,32.2,25.3,0,1,1,0,Moderate,Swimming not advised due to weather conditions
0.61,1.42,31.3,34.6,24,4.3,14.1,18.4,82,69,37.5,31.0,3,0,0,1,Moderate,Use caution – moderate flow rates in effect
1.12,1.92,20.5,25.4,10,10.3,10.8,20.200000000000003,84,27,28.0,23.1,4,0,2,0,Danger,Swimming not advised due to weather conditions
2.61,1.86,26.0,30.3,47,13.1,28.7,30.9,68,0,32.8,28.0,10,0,0,0,Danger,Swimming not advised due to weather conditions
0.78,0.86,28.1,32.4,10,0.3,26.2,31.9,70,85,33.6,28.4,7,0,4,1,Safe,Conditions are safe for swimming
1.37,0.19,24.1,28.0,34,4.1,7.2,13.4,98,95,31.2,25.9,10,1,4,0,Moderate,Swimming not advised due to weather conditions
3.22,0.54,21.5,24.7,66,7.1,26.2,31.299999999999997,70,59,26.4,22.2,5,1,4,0,Danger,Do not swim – high turbidity detected
3.67,1.2,29.1,33.800000000000004,22,5.6,14.0,19.6,66,96,37.7,31.5,5,0,0,0,Moderate,Swimming not advised due to weather conditions
2.41,1.85,30.1,33.4,44,0.2,20.5,26.0,83,1,36.6,31.2,0,0,1,0,Danger,Swimming not advised due to weather conditions
1.51,1.52,28.9,32.8,39,4.8,6.5,8.3,69,16,35.8,28.2,4,1,0,0,Moderate,Swimming not advised due to weather conditions
4.42,1.61,24.2,28.4,40,9.5,15.3,25.0,91,83,31.5,22.7,6,1,4,0,Moderate,Swimming not advised due to weather conditions
0.81,1.0,31.2,35.1,10,8.7,5.4,8.7,77,98,36.0,30.8,2,0,0,1,Safe,Conditions are safe for swimming
3.68,1.3,24.4,25.599999999999998,42,2.1,26.7,32.8,60,97,28.999999999999996,21.2,9,1,2,0,Moderate,Swimming not advised due to weather conditions
1.2,1.0,29.1,29.200000000000003,53,7.5,25.8,32.7,99,20,32.900000000000006,26.9,5,0,0,0,Moderate,Swimming not advised due to weather conditions
1.8,1.09,31.0,35.2,14,2.4,22.0,27.5,95,12,36.7,33.2,3,0,0,1,Safe,Conditions are safe for swimming
0.92,0.24,24.9,28.0,63,5.7,1.3,7.3999999999999995,60,7,30.2,22.6,5,0,2,0,Danger,Do not swim – high turbidity detected
2.25,1.66,32.9,36.1,56,0.3,31.7,33.6,65,48,36.300000000000004,30.2,3,1,3,0,Moderate,Swimming not advised due to weather conditions
3.89,1.01,32.9,37.699999999999996,44,7.9,4.6,12.2,99,80,37.8,32.1,1,0,1,0,Moderate,Swimming not advised due to weather conditions
1.43,1.27,27.1,32.1,60,5.0,15.5,20.4,85,0,34.300000000000004,28.8,8,1,0,0,Moderate,Swimming not advised due to weather conditions
2.44,1.59,26.8,28.5,44,4.0,9.5,15.6,84,99,29.8,26.2,10,1,2,0,Moderate,Swimming not advised due to weather conditions
2.98,1.11,30.7,30.9,11,0.3,29.9,39.2,63,28,31.4,28.8,6,0,0,1,Safe,Conditions are safe for swimming
3.6,1.34,23.0,24.9,34,8.0,20.9,24.0,63,86,26.099999999999998,18.9,0,0,0,0,Moderate,Swimming not advised due to weather conditions
2.25,1.51,26.3,26.6,14,2.3,21.4,22.599999999999998,81,25,26.900000000000002,20.9,3,0,1,0,Moderate,Swimming not advised due to weather conditions
2.06,1.51,28.4,31.799999999999997,55,1.2,25.5,32.0,87,38,32.699999999999996,27.4,5,0,1,0,Moderate,Swimming not advised due to weather conditions
2.02,1.79,25.7,28.8,19,3.4,21.0,22.0,83,68,32.6,24.4,10,1,3,0,Moderate,Swimming not advised due to weather conditions
1.6,1.06,33.4,34.3,57,0.1,28.7,37.5,89,15,35.199999999999996,30.6,9,0,3,0,Moderate,Swimming not advised due to weather conditions
4.08,1.94,32.4,32.4,68,7.7,3.9,13.0,88,86,32.8,29.9,5,1,0,0,Danger,Do not swim – high turbidity detected
3.25,1.68,25.7,29.2,23,0.8,23.1,26.3,78,64,31.8,25.3,7,0,0,0,Moderate,Swimming not advised due to weather conditions
3.66,0.22,22.7,26.0,23,1.5,11.5,16.9,61,82,27.9,20.8,7,1,2,0,Moderate,Swimming not advised due to weather conditions
1.85,1.3,20.7,23.7,19,0.8,28.4,32.6,99,90,23.9,20.1,4,1,0,1,Moderate,Use caution – moderate flow rates in effect
4.15,1.53,20.9,24.5,25,11.6,11.0,16.7,74,5,26.7,20.7,0,0,1,0,Moderate,Swimming not advised due to weather conditions
4.33,0.6,29.6,34.300000000000004,29,6.7,4.5,8.3,71,80,34.300000000000004,31.3,0,0,2,0,Moderate,Swimming not advised due to weather conditions
1.72,1.13,22.7,23.599999999999998,46,1.2,34.0,43.8,71,82,27.099999999999998,20.7,1,0,0,0,Moderate,Swimming not advised due to weather conditions
0.95,1.19,30.9,32.699999999999996,61,6.0,32.7,39.400000000000006,97,32,34.49999999999999,28.5,6,1,3,0,Danger,Do not swim – high turbidity detected
3.11,0.46,20.9,23.0,51,1.9,12.9,16.7,99,61,24.0,17.7,9,1,3,0,Moderate,Swimming not advised due to weather conditions
1.43,0.33,20.1,22.6,16,0.2,14.7,19.299999999999997,95,78,24.5,18.3,1,1,1,1,Safe,Conditions are safe for swimming
1.93,0.26,30.2,34.6,9,8.0,22.5,30.3,66,69,37.0,31.2,6,1,2,1,Safe,Conditions are safe for swimming
2.32,0.5,22.8,27.1,45,5.7,12.2,14.299999999999999,74,53,28.200000000000003,24.7,1,0,3,0,Moderate,Swimming not advised due to weather conditions
1.38,0.22,30.3,31.400000000000002,59,3.5,29.4,35.199999999999996,61,55,32.2,28.1,5,1,0,0,Moderate,Swimming not advised due to weather conditions
4.47,1.35,27.6,31.400000000000002,47,8.2,0.6,2.5,61,53,35.1,28.5,10,0,0,0,Moderate,Swimming not advised due to weather conditions
0.82,0.87,25.2,26.599999999999998,57,2.2,34.6,42.4,75,49,30.099999999999998,22.1,0,1,1,0,Moderate,Swimming not advised due to weather conditions
2.36,1.8,23.8,28.4,48,0.1,0.0,6.2,63,68,31.0,26.2,3,0,0,0,Moderate,Swimming not advised due to weather conditions
2.65,1.71,20.7,25.1,63,2.8,33.1,35.300000000000004,89,25,25.5,20.7,8,0,2,0,Danger,Do not swim – high turbidity detected
3.94,1.02,21.9,23.299999999999997,65,24.0,10.6,16.9,96,10,24.499999999999996,18.3,5,0,1,0,Danger,Do not swim – high turbidity detected
3.19,1.59,29.3,33.8,58,0.3,20.4,21.7,67,71,34.3,29.4,8,0,0,0,Moderate,Swimming not advised due to weather conditions
2.67,0.84,21.4,25.4,13,2.4,29.5,38.6,91,68,26.2,20.3,7,0,2,1,Safe,Conditions are safe for swimming
4.03,1.31,25.4,27.5,61,1.6,16.6,24.400000000000002,92,2,29.4,23.9,9,0,1,0,Danger,Do not swim – high turbidity detected
2.91,1.8,32.1,36.6,47,1.0,3.5,10.9,69,28,38.7,31.3,4,0,3,0,Moderate,Swimming not advised due to weather conditions
3.38,1.32,27.9,31.5,40,1.9,8.4,12.0,60,68,33.8,26.5,7,1,0,1,Moderate,Use caution – moderate flow rates in effect
0.76,1.12,30.1,31.200000000000003,29,8.3,14.4,21.9,61,67,34.300000000000004,25.2,0,0,1,1,Safe,Conditions are safe for swimming
1.16,0.49,29.7,34.3,36,0.4,1.7,2.3,90,17,35.199999999999996,29.4,9,0,2,1,Moderate,Conditions are safe for swimming
1.56,1.25,29.4,32.699999999999996,33,13.4,3.8,12.399999999999999,88,80,33.599999999999994,28.3,5,0,0,1,Moderate,Use caution – moderate flow rates in effect
1.85,1.53,24.1,27.900000000000002,25,0.9,7.8,9.1,74,70,31.500000000000004,24.9,0,1,3,0,Moderate,Swimming not advised due to weather conditions
2.97,1.53,23.0,26.6,13,6.4,21.5,23.0,79,71,30.3,24.1,8,1,0,0,Moderate,Swimming not advised due to weather conditions
3.52,1.47,22.0,26.4,54,3.2,1.7,7.8,65,46,27.099999999999998,21.8,9,1,0,0,Moderate,Swimming not advised due to weather conditions
0.79,1.51,30.0,30.3,29,4.7,6.0,6.2,90,2,33.2,27.8,0,1,1,0,Moderate,Swimming not advised due to weather conditions
1.37,0.84,27.8,31.2,23,13.4,20.0,27.3,80,34,31.5,29.2,6,1,1,1,Safe,Conditions are safe for swimming
3.55,0.8,27.6,30.200000000000003,44,6.9,6.1,9.8,90,88,30.700000000000003,27.5,6,0,2,0,Moderate,Swimming not advised due to weather conditions
3.85,0.81,32.2,33.300000000000004,5,0.8,21.7,25.9,91,51,35.50000000000001,28.8,0,0,0,0,Moderate,Swimming not advised due to weather conditions
1.94,1.46,28.6,29.5,42,2.1,6.8,8.8,64,29,32.5,25.6,9,1,3,0,Moderate,Swimming not advised due to weather conditions
1.04,0.58,27.6,31.6,55,5.9,15.1,22.0,93,5,35.5,29.0,5,0,1,0,Moderate,Swimming not advised due to weather conditions
1.28,1.52,23.9,25.799999999999997,7,1.4,15.1,19.8,73,57,29.099999999999998,20.5,7,0,1,0,Moderate,Swimming not advised due to weather conditions
2.43,1.23,24.0,27.0,35,2.5,17.8,27.8,64,45,30.8,23.3,10,1,0,1,Moderate,Use caution – moderate flow rates in effect
2.7,0.37,28.6,33.300000000000004,48,1.9,5.2,13.100000000000001,63,62,33.7,27.5,2,1,2,0,Moderate,Swimming not advised due to weather conditions
2.2,1.16,23.0,26.4,31,1.1,9.5,18.0,74,82,28.2,23.8,7,0,4,1,Moderate,Conditions are safe for swimming
1.12,1.01,27.5,30.0,11,10.5,18.5,21.8,90,14,31.2,27.5,0,0,3,1,Safe,Conditions are safe for swimming
4.23,1.95,30.9,31.599999999999998,12,2.1,6.3,12.1,86,26,35.099999999999994,28.1,9,1,4,0,Danger,Swimming not advised due to weather conditions
